Title,Description,Director,Genres,Cast,Origin_Country,Release_Date,Rating,Duration,Imdb_Rating,Type
Manusangada,"When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court.",Amshan Kumar,"Dramas, Independent Movies, International Movies","Rajeev Anand, Manimegalai, A.S. Sasi Kumar, Vidhur Rajarajan, Sheela Rajkumar, Sethu Darwin, Anand Sampath, Karuna Prasad",India,2017.0,TV-14,93 min,8.0/10,Movie
Maria,"An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts.",Pedring A. Lopez,"Action & Adventure, International Movies","Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro, Freddie Webb",Philippines,2019.0,TV-MA,90 min,4.9/10,Movie
Mariposa,"New student Acha falls for Iqbal, a high-achieving student who's torn between love and family pressure.",Fajar Bustomi,"Comedies, International Movies, Romantic Movies","Adhisty Zara, Angga Yunanda, Dannia Salsabila, Abun Sungkar, Junior Roberts, Syakir Daulay, Ariyo Wahab, Ersa Mayori, Baim Wong, Irgi Fahrezi",Indonesia,2020.0,TV-14,116 min,7.5/10,Movie
Mascots,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.",Christopher Guest,Comedies,"Carrie Aizley, Sarah Baker, Bob Balaban, Ed Begley Jr., Tom Bennett, Maria Blasucci, Jennifer Coolidge, Kerry Godliman, Matt Griesser, Christopher Guest, John Michael Higgins, Michael Hitchcock, Don Lake, Jane Lynch, Christopher Moynihan, Chris O'Dowd, Jim Piddock, Parker Posey, Harry Shearer, Fred Willard, Zach Woods, Susan Yeagley",United States,2016.0,TV-MA,95 min,5.6/10,Movie
Maska,"Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations.",Neeraj Udhwani,"Comedies, Dramas, International Movies","Manisha Koirala, Prit Kamani, Shirley Setia, Nikita Dutta, Javed Jaffrey, Dhruv Lohumi",India,2020.0,TV-MA,112 min,6.0/10,Movie
Material,"A dutiful son must hide his pursuit of stand-up comedy from his staunch father, who expects him to inherit his store and uphold their Muslim beliefs.",Craig Freimond,"Comedies, Dramas, International Movies","Vincent Ebrahim, Riaad Moosa, Joey Rasdien, Denise Newman, Krijay Govender, Nik Rabinowitz, Zakeeya Patel, Carishma Basday, Royston Stoffels, Mel Miller",South Africa,2012.0,TV-14,94 min,7.4/10,Movie
Mauli,An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.,Aditya Sarpotdar,"Action & Adventure, Dramas, International Movies","Riteish Deshmukh, Saiyami Kher, Jitendra Joshi, Siddarth Jadhav, Shrikant Yadav, Vijay Nikam, Umesh Jagtap, Usha Naik, Girija Oak, Genelia D'Souza",India,2018.0,TV-14,136 min,5.6/10,Movie
Melle,"After recovering from a tragic experience, a young woman makes a journey to her father's homeland and falls in love with a kind-hearted doctor.",Binu Ulahhannan,"Dramas, International Movies, Romantic Movies","Amith Chakalakkal, Thanuja Karthik, Joy Mathew, Joju George, Krishna Prabha, Ambika Mohan, P. Balachandran, Illikkett Namboothiri",India,2017.0,TV-PG,110 min,6.2/10,Movie
Menahi,"A stranger to civilian life, a young Saudi farmer travels to Dubai, where he experiences a series of hilarious misadventures.",Ayman Makram,"Comedies, International Movies","Fayez Al-Malki, Mona Wasef, Abdel Imam Abdullah, Reem Abdel Aziz, Dana Jabr, Emad Al Youssef, Remas Mansoor, Khalid Mengah",Saudi Arabia,2008.0,TV-14,101 min,6.3/10,Movie
Menashe,"A year after his wife's death, a widower faces pressure from his Hasidic community to give up his son for adoption unless he finds a new partner.","Josh Z. Weinstein, Joshua Z. Weinstein","Dramas, Independent Movies","Menashe Lustig, Ruben Niborski, Yoel Weisshaus, Meyer Schwartz, Yoel Falkowitz, Ariel Vaysman",United States,2017.0,PG,82 min,6.4/10,Movie
Mercenary,"When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success.",Sacha Wolff,"Dramas, International Movies, Sports Movies","Toki Pilioko, Iliana Zabeth, Mikaele Tuugahala, Laurent Pakihivatau, Petelo Sealeu, Maoni Talalua, Teotola Maka, Bessarion Udesiani",France,2016.0,TV-MA,99 min,6.2/10,Movie
Mercy,Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.,Chris Sparling,"Dramas, Thrillers","James Wolk, Caitlin Fitzgerald, Tom Lipinski, Dan Ziskie, Michael Godere, Michael Donovan, Dion Graham, Constance Barron",United States,2016.0,TV-MA,88 min,4.0/10,Movie
Merlin,"This family-oriented retelling of the King Arthur legend finds Merlin arriving in Camelot, where he hones his magic skills with the help of his uncle.",James Hawes,"British TV Shows, International TV Shows, TV Action & Adventure","Colin Morgan, Bradley James, Katie McGrath, Angel Coulby, Richard Wilson, Anthony Head, John Hurt, Nathaniel Parker",United Kingdom,2012.0,TV-PG,5 Seasons,7.8/10,TV Show
Mersal,"A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic.",Atlee Kumar,"Action & Adventure, Dramas, International Movies","Joseph Vijay, S.J. Surya, Kajal Aggarwal, Samantha Ruth Prabhu, Nithya Menon, Vadivelu, Sathyaraj",India,2017.0,TV-14,162 min,7.9/10,Movie
Metro,"Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands.",Ananda Krishnan,"Dramas, International Movies, Thrillers","Yogi Babu, Bobby Simha, Shirish",India,2016.0,TV-14,116 min,7.4/10,Movie
MFKZ,Mysterious goons chase teenage slacker Angelino through chaotic Dark Meat City as he uncovers secret powers that could be the key to saving the world.,"Shojiro Nishimi, Guillaume Renard","Action & Adventure, Comedies, International Movies","Kenn Michael, Vince Staples, Dino Andrade, Michael Chiklis, Giancarlo Esposito, Jorge Gutierrez, Dascha Polanco, RZA, Danny Trejo, Antonio Alvarez","France, Japan",2017.0,R,95 min,6.9/10,Movie
Michael,"After a dedicated cop accidentally kills a 12-year-old boy, he's fired, harassed and forced to take menial work as he tries to keep his life together.",Ribhu Dasgupta,"Dramas, Independent Movies, International Movies","Naseeruddin Shah, Mahie Gill, Sabyasachi Chakraborty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar",India,2011.0,TV-MA,86 min,5.2/10,Movie
Milada,Politician and human rights campaigner Milada Horáková battles against all odds to defend her beliefs in a Czechoslovakia under Communist rule.,David Mrnka,"Dramas, International Movies","Ayelet Zurer, Robert Gant, Vica Kerekes, Aňa Geislerová, Ivana Chýlková, Vladimír Javorský, Dagmar Bláhová, Jaromír Dulava, Martin Pechlát, Brian Caspe","Czech Republic, United States",2017.0,TV-14,124 min,6.4/10,Movie
Milea,"Years after his teen romance with Milea, a now-adult Dilan tells his version of their love story when a high school reunion brings them back together.","Fajar Bustomi, Pidi Baiq","Dramas, International Movies, Romantic Movies","Iqbaal Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek, Happy Salma, Farhan, Maudy Koesnaedi, Jerome Kurnia",Indonesia,2020.0,TV-14,100 min,6.1/10,Movie
Milestone,"Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern.",Ivan Ayr,"Dramas, Independent Movies, International Movies","Suvinder Vicky, Lakshvir Saran, Mohinder Gujral, Gurinder Makna, Daljeet Singh, Akhilesh Kumar, Gaurika Bhatt, Arun Aseng",India,2021.0,TV-14,98 min,6.4/10,Movie
MILF,"In the south of France, three best friends in their 40s navigate loss and heartbreak while embarking on steamy affairs with much younger men.",Axelle Laffont,"Comedies, International Movies, Romantic Movies","Virginie Ledoyen, Marie-Josée Croze, Axelle Laffont, Matthias Dandois, Victor Meutelet, Waël Sersoub, Florence Thomassin","France, Belgium",2018.0,TV-MA,102 min,4.9/10,Movie
MindGamers,"Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment.",Andrew Goth,"International Movies, Sci-Fi & Fantasy, Thrillers","Tom Payne, Melia Kreiling, Antonia Campbell-Hughes, Sam Neill, Turlough Convery, Oliver Stark, Dominique Tipper, Ryan Doyle, Simon Paisley-day, Pedja Bjelac",Austria,2017.0,R,99 min,3.8/10,Movie
Mindhorn,"When a twisted killer tells the police he'll only speak to a fictional 1980s TV detective, the washed-up actor who played him takes the gig.",Sean Foley,"Comedies, Cult Movies, Independent Movies","Julian Barratt, Andrea Riseborough, Essie Davis, Russell Tovey, Simon Farnaby, Steve Coogan, Richard McCabe, David Schofield, Nicholas Farrell, Jessica Barden",United Kingdom,2017.0,TV-MA,88 min,6.1/10,Movie
Mirage,"A space-time continuum glitch allows Vera to save a boy's life 25 years earlier, but results in the loss of her daughter, whom she fights to get back.",Oriol Paulo,"Dramas, International Movies, Sci-Fi & Fantasy","Adriana Ugarte, Chino Darín, Javier Gutiérrez, Álvaro Morte, Nora Navas, Miquel Fernández, Clara Segura, Mima Riera, Aina Clotet, Albert Pérez, Julio Bohigas-Couto, Belén Rueda",Spain,2018.0,TV-MA,129 min,7.5/10,Movie
Mirai,"Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house.",Mamoru Hosoda,"Action & Adventure, Anime Features, Children & Family Movies","Moka Kamishiraishi, Haru Kuroki, Gen Hoshino, Kumiko Aso, Mitsuo Yoshihara, Yoshiko Miyazaki, Koji Yakusho, Masaharu Fukuyama","Japan, United States",2018.0,PG,98 min,7.1/10,Movie
Mischief,"Mistaking the sleeping passenger on his train for a drunk, a young man posts a picture of him online, unaware of his impulsive act's ugly repercussions.",Emcy Joseph,"Comedies, Dramas, Independent Movies","Suraj Venjaramoodu, Soubin Shahir, Surabhi Lakshmi, Vincy Aloshious, Gracy Soudi, Mammukoya, Jaffer Idukki, Baburaj, Sudhi Koppa, Irshad",India,2019.0,TV-PG,120 min,7.3/10,Movie
Misfit,"After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school.",Erwin van den Eshof,"Children & Family Movies, Comedies, International Movies","Djamila, Niek Roozen, Bente Fokkens, Jolijn Henneman, Fenna Ramos, Jill Schirnhofer, Donny Roelvink, Défano Holwijn, Luca Gilliot",Netherlands,2017.0,TV-14,81 min,4.2/10,Movie
Mitt,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,Greg Whiteley,Documentaries,Mitt Romney,United States,2014.0,TV-PG,93 min,7.0/10,Movie
Mom,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free.",Ravi Udyawar,"Dramas, International Movies, Thrillers","Sridevi, Akshaye Khanna, Sajal Ali, Nawazuddin Siddiqui, Adnan Siddiqui, Pitobash, Abhimanyu Singh, Vikas Verma",India,2017.0,TV-14,139 min,7.2/10,Movie
Monsoon,A reflective man must come to terms with his forced displacement from Vietnam when he returns to his birthplace to spread his parents' ashes.,Hong Khaou,"Dramas, Independent Movies, LGBTQ Movies","Henry Golding, Parker Sawyers, Molly Harris, David Tran",United Kingdom,2020.0,TV-MA,85 min,5.9/10,Movie
Monster,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system that’s already judged him.,Anthony Mandler,Dramas,"Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright, Jennifer Ehle, Tim Blake Nelson, Nasir 'Nas' Jones, Rakim Mayers, Paul Ben-Victor, John David Washington, Jharrel Jerome, Dorian Missick",United States,2021.0,TV-MA,99 min,6.6/10,Movie
Mosul,"After his life is saved by a rogue Iraqi squadron, a young police officer joins them in their fight against ISIS in a decimated Mosul.",Matthew Michael Carnahan,"Action & Adventure, Dramas, International Movies","Suhail Dabbach, Adam Bessa, Is'haq Elias, Qutaiba Abdelhaq, Ahmad El Ghanem, Hicham Ouarqa, Mohimen Mahbuba, Thaer Al-Shayei, Abdellah Bensaid, Faycal Attougui, Mohamed Attougui, Tarik Belmekki, Hayat Kamille, Seema Al Khalidi, Waleed Algadi",United States,2020.0,TV-MA,103 min,7.3/10,Movie
MOTHER,"Shuhei’s erratic mother feels threatened when he starts to awaken to a world beyond her distorted control, sending the family hurtling towards tragedy.",Tatsushi Omori,"Dramas, International Movies","Masami Nagasawa, Sadao Abe, Daiken Okudaira",Japan,2020.0,TV-14,127 min,6.7/10,Movie
Moxie,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",Amy Poehler,"Comedies, Dramas, Music & Musicals","Hadley Robinson, Lauren Tsai, Patrick Schwarzenegger, Nico Hiraga, Sydney Park, Josephine Langford, Clark Gregg, Josie Totah, Alycia  Pascual-Peña, Anjelika Washington, Charlie Hall, Sabrina Haskett, Ike Barinholtz, Amy Poehler, Marcia Gay Harden",United States,2021.0,PG-13,112 min,6.6/10,Movie
Mubarakan,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.",Anees Bazmee,"Comedies, Dramas, International Movies","Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty, Neha Sharma, Vineet Kumar Singh, Pavan Malhotra, Ratna Pathak Shah, Karan Kundra, Anil Mange, Rahul Dev, Sanjay Kapoor",India,2017.0,PG-13,153 min,5.4/10,Movie
Mucize,"Sent away from his family to a remote mountain town, teacher Mahir helps the villagers build a school – and inspires a path to hope for them all.",Mahsun Kırmızıgül,"Dramas, International Movies","Talat Bulut, Mert Turak, Mahsun Kırmızıgül, Erdem Yener, Erol Demiröz, Ali Sürmeli, Meral Çetinkaya, Büşra Pekin",Turkey,2015.0,TV-14,136 min,7.5/10,Movie
Mudbound,"Two Mississippi families – one black, one white – confront the brutal realities of prejudice, farming and friendship in a divided World War II era.",Dee Rees,"Dramas, Independent Movies","Carey Mulligan, Jason Clarke, Mary J. Blige, Garrett Hedlund, Jason Mitchell, Rob Morgan, Jonathan Banks",United States,2017.0,R,135 min,7.5/10,Movie
Mugamoodi,A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.,Mysskin,"Action & Adventure, International Movies","Jiiva, Pooja Hegde, Narain, Nasser, Girish Karnad, Anupama Kumar, Selvaah",India,2012.0,TV-14,150 min,4.9/10,Movie
Mujrim,"Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection.",Umesh Mehra,"Action & Adventure, Dramas, International Movies","Mithun Chakraborty, Madhuri Dixit, Suresh Oberoi, Shakti Kapoor, Pallavi Joshi, Gulshan Grover, Amrish Puri, Nutan, Jagdeep, Sharat Saxena",India,1989.0,TV-14,163 min,5.4/10,Movie
Mukhsin,"When young Mukhsin arrives in a new town, 10-year-old tomboy Orked adopts him as her new best friend, and the two develop a touching friendship that begins to spill over into the inklings of first love.",Yasmin Ahmad,"Children & Family Movies, Comedies, Dramas","Mohd Syafie Naswip, Sharifah Aryana, Sharifah Aleya, Adibah Noor, Irwan Iskandar, Sallehuddin Abu Bakar",Malaysia,2006.0,TV-PG,98 min,7.1/10,Movie
Muramba,A young man and his parents ponder the reasons behind the recent breakdown of a relationship he was in – and the possibility of reconciliation.,Varun Narvekar,"Comedies, Dramas, International Movies","Mithila Palkar, Amey Wagh, Sachin Khedekar, Chinmayi Sumit",India,2017.0,TV-MA,128 min,8.0/10,Movie
Muran,"When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal.",Rajan Madhav,"Action & Adventure, International Movies","Prasanna, Cheran, Haripriya, Nikhita, Suma Bhattacharya, Jayaprakash",India,2011.0,TV-14,134 min,6.3/10,Movie
Mute,"When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words.",Duncan Jones,"Sci-Fi & Fantasy, Thrillers","Alexander Skarsgård, Paul Rudd, Justin Theroux","United Kingdom, Germany",2018.0,TV-MA,127 min,5.7/10,Movie
